respondent_id,task_id,alternative,meals_per_week,cuisine_variety,dietary_options,live_cooking_class,servings,price_per_week,chosen
5,3,C,6,standard,no,no,2,30,0
5,4,A,2,premium,yes,no,1,30,1
5,4,B,2,standard,yes,yes,4,110,0
5,4,C,6,standard,no,yes,1,30,0
5,5,A,6,premium,yes,yes,2,30,1
5,5,B,4,standard,no,no,4,65,0
5,5,C,4,premium,yes,yes,1,110,0
5,6,A,2,standard,no,yes,2,110,0
5,6,B,6,premium,yes,no,1,85,1
5,6,C,2,standard,no,yes,2,85,0
5,7,A,4,premium,yes,no,2,85,0
5,7,B,2,premium,yes,yes,2,30,1
5,7,C,2,premium,yes,no,2,65,0
5,8,A,2,standard,no,yes,4,65,0
5,8,B,6,standard,no,no,4,30,1
5,8,C,6,standard,no,no,2,65,0
6,1,A,2,standard,yes,no,4,65,1
6,1,B,4,standard,yes,no,1,65,0
6,1,C,4,standard,no,no,1,65,0
6,2,A,4,premium,yes,no,1,85,0
6,2,B,4,premium,no,no,2,85,0
6,2,C,4,standard,yes,yes,4,85,1
6,3,A,6,premium,no,yes,1,45,0
6,3,B,4,premium,no,no,1,30,0
6,3,C,2,standard,yes,yes,4,30,1
6,4,A,6,standard,no,yes,4,30,1
6,4,B,4,premium,yes,yes,2,45,0
6,4,C,6,standard,no,yes,4,30,0
6,5,A,4,premium,no,no,4,85,0
6,5,B,2,premium,yes,no,4,85,1
6,5,C,4,standard,yes,no,4,65,0
6,6,A,6,premium,yes,yes,1,110,0
6,6,B,6,premium,yes,no,2,65,1
6,6,C,6,standard,no,no,4,85,0
6,7,A,2,standard,no,yes,4,30,1
6,7,B,4,standard,no,no,1,65,0
6,7,C,6,premium,yes,no,1,30,0
6,8,A,4,premium,no,yes,4,85,0
6,8,B,4,standard,yes,no,4,65,0
6,8,C,6,standard,yes,yes,1,65,1
7,1,A,4,premium,no,yes,1,110,0
7,1,B,4,standard,yes,no,4,65,1
7,1,C,4,standard,no,no,4,110,0
7,2,A,2,standard,no,no,2,110,0
7,2,B,6,standard,no,no,1,65,0
7,2,C,4,standard,no,no,1,85,1
7,3,A,6,standard,yes,yes,2,110,0
7,3,B,4,premium,no,yes,2,85,1
7,3,C,4,premium,no,no,2,85,0
7,4,A,4,premium,no,yes,1,45,1
7,4,B,6,premium,yes,yes,2,45,0
7,4,C,2,standard,no,no,2,85,0
7,5,A,2,premium,no,no,1,85,0
7,5,B,4,standard,no,yes,2,110,0
7,5,C,2,premium,no,yes,1,30,1
7,6,A,6,premium,yes,yes,2,85,0
7,6,B,2,premium,yes,yes,2,110,1
7,6,C,4,standard,yes,no,1,85,0
7,7,A,2,premium,yes,no,4,65,0
7,7,B,6,premium,yes,yes,1,45,1
7,7,C,4,premium,yes,no,4,110,0
7,8,A,2,standard,yes,yes,4,30,1
7,8,B,6,standard,yes,no,2,85,0
7,8,C,4,premium,yes,yes,2,45,0
8,1,A,2,premium,yes,yes,4,65,0
8,1,B,2,standard,no,yes,1,65,1
8,1,C,4,standard,no,no,1,30,0
8,2,A,6,premium,yes,no,2,65,1
8,2,B,6,premium,yes,yes,2,65,0
8,2,C,6,standard,no,yes,2,45,0
8,3,A,6,premium,no,yes,2,85,0
8,3,B,2,standard,yes,no,1,45,1
8,3,C,2,standard,no,yes,1,45,0
8,4,A,4,standard,yes,no,4,110,1
8,4,B,4,premium,no,yes,4,110,0
8,4,C,2,premium,no,no,1,65,0
8,5,A,6,premium,yes,no,1,30,0
8,5,B,6,premium,yes,no,1,30,1
8,5,C,2,standard,yes,no,4,65,0
8,6,A,6,standard,yes,no,4,30,0
8,6,B,6,premium,no,no,4,45,0
8,6,C,4,standard,no,no,1,30,1
8,7,A,2,premium,no,no,1,45,0
8,7,B,4,standard,yes,yes,2,110,0
8,7,C,4,standard,no,no,2,45,1
8,8,A,6,standard,no,yes,2,30,1
8,8,B,4,standard,yes,yes,1,30,0
8,8,C,4,standard,no,no,1,110,0
9,1,A,2,standard,yes,yes,2,45,1
9,1,B,2,premium,no,yes,4,110,0
9,1,C,4,standard,no,yes,2,85,0
9,2,A,2,standard,no,yes,2,65,0
9,2,B,6,premium,yes,yes,1,45,1
9,2,C,6,premium,no,no,2,85,0
9,3,A,4,standard,yes,no,4,30,1
9,3,B,6,standard,no,no,4,30,0
9,3,C,4,premium,yes,yes,1,85,0
9,4,A,2,standard,yes,no,4,85,0
9,4,B,2,standard,yes,yes,1,110,1
9,4,C,2,standard,yes,no,2,110,0
9,5,A,2,premium,no,yes,1,85,1
9,5,B,2,standard,yes,no,2,65,0
9,5,C,2,standard,no,yes,4,110,0
9,6,A,6,premium,yes,no,2,85,0
9,6,B,2,premium,yes,no,4,85,0
9,6,C,4,premium,yes,yes,1,85,1
9,7,A,6,standard,no,yes,2,65,0
9,7,B,4,standard,yes,no,4,110,0
9,7,C,4,standard,no,yes,2,30,1
9,8,A,6,premium,yes,yes,1,45,1
9,8,B,4,standard,yes,yes,2,110,0
9,8,C,4,standard,no,yes,1,85,0
10,1,A,4,standard,yes,yes,4,110,0
10,1,B,6,premium,yes,no,1,45,1
10,1,C,4,premium,no,no,1,110,0
10,2,A,4,standard,yes,no,2,85,0
10,2,B,4,premium,no,no,1,85,0
10,2,C,4,premium,yes,no,1,30,1
10,3,A,2,standard,no,yes,1,45,0
10,3,B,2,premium,yes,no,1,30,1
10,3,C,4,premium,yes,yes,2,45,0
10,4,A,2,standard,no,no,1,30,1
10,4,B,2,standard,no,yes,1,85,0
10,4,C,6,standard,yes,no,1,45,0
10,5,A,6,premium,no,yes,2,110,0
10,5,B,4,premium,yes,no,2,30,1
10,5,C,6,standard,no,yes,2,30,0
10,6,A,4,standard,no,no,2,30,0
10,6,B,2,premium,no,yes,2,85,0
10,6,C,6,standard,yes,no,4,65,1
10,7,A,4,premium,no,no,1,110,0
10,7,B,6,standard,no,no,1,110,0
10,7,C,4,standard,yes,no,1,65,1
10,8,A,4,premium,yes,no,2,65,0
10,8,B,6,standard,no,no,1,30,1
10,8,C,2,premium,no,yes,1,85,0
11,1,A,4,premium,yes,no,2,30,1
11,1,B,4,standard,no,yes,1,65,0
11,1,C,6,premium,no,no,2,65,0
11,2,A,4,standard,no,yes,1,45,1
11,2,B,6,premium,no,no,4,65,0
11,2,C,4,premium,yes,no,4,110,0
11,3,A,6,standard,yes,yes,4,45,1
11,3,B,4,standard,yes,no,1,85,0
11,3,C,4,premium,no,yes,2,85,0
11,4,A,2,premium,yes,no,2,110,0
11,4,B,2,standard,yes,no,2,65,0
11,4,C,6,standard,no,no,4,85,1
11,5,A,4,premium,yes,no,1,85,0
11,5,B,4,premium,no,no,2,110,1
11,5,C,4,standard,yes,no,1,85,0
11,6,A,2,premium,yes,yes,1,110,0
11,6,B,4,premium,yes,yes,1,45,1
11,6,C,4,premium,yes,no,4,85,0
11,7,A,4,premium,yes,yes,1,65,1
11,7,B,2,premium,no,no,4,65,0
11,7,C,4,standard,no,no,4,30,0
11,8,A,2,standard,yes,no,4,30,1
11,8,B,2,premium,yes,yes,4,45,0
11,8,C,6,premium,no,no,4,45,0
12,1,A,6,premium,yes,no,4,65,0
12,1,B,4,premium,yes,yes,2,85,1
12,1,C,6,standard,no,yes,1,45,0
12,2,A,4,standard,yes,no,4,110,0
12,2,B,6,premium,no,no,1,110,0
12,2,C,6,premium,no,no,4,65,1
12,3,A,6,standard,no,yes,4,110,0
12,3,B,2,premium,yes,yes,1,85,1
12,3,C,6,premium,no,yes,1,65,0
12,4,A,4,standard,no,no,2,65,0
12,4,B,4,standard,no,no,2,110,0
12,4,C,2,premium,yes,no,2,30,1
12,5,A,2,standard,yes,yes,2,30,0
12,5,B,2,standard,no,yes,1,30,0
12,5,C,6,standard,no,no,2,85,1
12,6,A,6,standard,yes,yes,1,45,0
12,6,B,4,premium,no,yes,2,30,1
12,6,C,6,premium,yes,no,1,65,0
12,7,A,6,premium,no,yes,1,110,0
12,7,B,2,premium,no,no,4,85,1
12,7,C,2,premium,no,no,1,65,0
12,8,A,6,standard,no,yes,4,110,0
12,8,B,6,premium,yes,no,2,45,1
12,8,C,2,premium,yes,yes,1,65,0
13,1,A,6,standard,no,no,1,65,0
13,1,B,2,standard,yes,no,1,30,0
13,1,C,2,standard,yes,yes,1,30,1
13,2,A,2,standard,no,yes,1,110,0
13,2,B,4,premium,no,yes,1,30,1
13,2,C,4,standard,yes,yes,2,45,0
13,3,A,6,standard,no,no,2,45,0
13,3,B,4,standard,yes,yes,4,30,1
13,3,C,6,standard,no,no,1,30,0
13,4,A,6,standard,yes,yes,1,65,1
13,4,B,6,standard,no,yes,4,110,0
13,4,C,6,premium,no,no,2,45,0
13,5,A,2,premium,yes,yes,2,110,0
13,5,B,4,premium,no,no,2,30,1
13,5,C,6,premium,no,no,2,45,0
13,6,A,4,premium,no,no,4,45,1
13,6,B,2,premium,no,no,2,65,0
13,6,C,4,premium,yes,no,2,30,0
13,7,A,6,standard,yes,yes,1,65,0
13,7,B,6,standard,yes,yes,2,30,1
13,7,C,4,standard,no,yes,2,30,0
13,8,A,4,standard,no,no,2,30,1
13,8,B,2,standard,yes,yes,1,45,0
13,8,C,4,standard,no,no,2,45,0
14,1,A,6,premium,no,yes,4,30,1
14,1,B,6,standard,no,no,2,85,0
14,1,C,4,standard,no,yes,4,85,0
14,2,A,4,standard,no,no,1,45,0
14,2,B,4,premium,no,yes,4,110,0
14,2,C,6,standard,yes,yes,1,65,1
14,3,A,6,standard,yes,yes,2,30,1
14,3,B,4,standard,no,no,4,30,0
14,3,C,6,premium,no,yes,2,45,0
14,4,A,4,premium,yes,yes,4,45,1
14,4,B,6,standard,no,no,4,65,0
14,4,C,4,standard,no,yes,2,65,0
14,5,A,4,standard,no,no,2,85,0
14,5,B,6,standard,yes,no,4,65,1
14,5,C,6,premium,yes,no,2,110,0
14,6,A,6,standard,yes,yes,4,45,1
14,6,B,2,premium,yes,yes,4,30,0
14,6,C,4,standard,yes,yes,4,65,0
14,7,A,2,standard,no,no,2,30,1
14,7,B,4,premium,yes,no,4,110,0
14,7,C,6,standard,yes,yes,1,45,0
14,8,A,2,premium,no,yes,1,110,0
14,8,B,6,premium,yes,no,4,65,0
14,8,C,6,premium,yes,no,1,30,1
15,1,A,4,premium,yes,yes,4,65,0
15,1,B,6,standard,no,no,1,30,0
15,1,C,6,premium,no,yes,1,45,1
15,2,A,6,premium,yes,no,2,85,0
15,2,B,4,standard,yes,yes,1,45,1
15,2,C,6,premium,no,no,2,65,0
15,3,A,4,standard,no,no,1,30,1
15,3,B,4,premium,no,no,1,110,0
15,3,C,4,premium,no,no,2,85,0
15,4,A,2,standard,no,no,1,65,1
15,4,B,4,premium,no,yes,2,30,0
15,4,C,2,premium,yes,no,2,110,0
15,5,A,6,standard,no,no,1,110,0
15,5,B,6,standard,yes,yes,1,110,0
15,5,C,6,premium,yes,no,4,65,1
15,6,A,6,standard,yes,no,1,110,0
15,6,B,2,standard,yes,yes,1,85,1
15,6,C,4,premium,no,yes,2,110,0
15,7,A,2,premium,no,yes,4,110,0
15,7,B,2,premium,no,yes,4,65,0
15,7,C,4,standard,yes,no,1,45,1
15,8,A,4,premium,yes,no,1,110,0
15,8,B,6,premium,no,no,1,30,1
15,8,C,6,standard,no,yes,4,45,0
16,1,A,2,standard,yes,no,2,30,1
16,1,B,6,standard,no,no,1,65,0
16,1,C,4,premium,no,yes,2,85,0
16,2,A,4,premium,yes,yes,1,45,1
16,2,B,2,standard,no,no,2,65,0
16,2,C,4,premium,yes,no,1,85,0
16,3,A,2,premium,no,yes,1,65,0
16,3,B,6,standard,yes,yes,4,30,1
16,3,C,6,premium,yes,no,4,30,0
16,4,A,6,standard,no,yes,1,65,1
16,4,B,4,standard,yes,no,4,30,0
16,4,C,6,premium,no,no,4,85,0
16,5,A,4,premium,no,no,4,30,0
16,5,B,6,premium,yes,yes,4,85,1
16,5,C,6,standard,no,yes,1,110,0
16,6,A,6,premium,yes,yes,4,45,0
16,6,B,4,standard,yes,yes,2,65,1
16,6,C,2,premium,no,no,2,45,0
16,7,A,4,premium,no,yes,1,110,0
16,7,B,6,standard,yes,no,1,110,0
16,7,C,6,standard,no,no,2,45,1
16,8,A,2,premium,yes,no,4,45,0
16,8,B,6,standard,yes,no,2,45,1
16,8,C,2,standard,no,no,4,65,0
17,1,A,2,premium,yes,yes,1,110,0
17,1,B,2,standard,no,yes,1,45,1
17,1,C,4,standard,no,no,1,65,0
17,2,A,2,standard,no,no,2,30,1
17,2,B,2,standard,yes,no,4,45,0
17,2,C,6,standard,yes,yes,1,110,0
17,3,A,4,premium,no,yes,2,110,0
17,3,B,6,premium,yes,yes,2,65,1
17,3,C,6,standard,yes,no,2,65,0
17,4,A,6,premium,yes,yes,4,30,1
17,4,B,6,standard,no,yes,1,110,0
17,4,C,6,premium,yes,yes,1,110,0
17,5,A,6,premium,yes,yes,2,45,1
17,5,B,6,premium,yes,no,1,30,0
17,5,C,2,standard,yes,no,2,110,0
17,6,A,6,standard,yes,no,1,110,0
17,6,B,6,standard,yes,yes,4,30,0
17,6,C,2,premium,yes,yes,2,45,1
17,7,A,2,standard,yes,no,4,45,0
17,7,B,6,premium,yes,yes,2,45,0
17,7,C,6,premium,yes,no,4,30,1
17,8,A,2,standard,yes,yes,4,110,0
17,8,B,6,standard,no,no,2,85,0
17,8,C,2,standard,no,no,1,30,1
18,1,A,4,premium,yes,yes,1,110,1
18,1,B,2,standard,yes,no,1,110,0
18,1,C,2,standard,yes,yes,1,85,0
18,2,A,2,standard,no,no,1,45,1
18,2,B,2,premium,no,yes,2,110,0
18,2,C,4,standard,yes,no,1,45,0
18,3,A,6,standard,no,yes,2,45,1
18,3,B,2,standard,no,no,4,85,0
18,3,C,4,premium,no,no,2,110,0
18,4,A,4,standard,yes,yes,2,45,1
18,4,B,2,premium,yes,yes,2,30,0
18,4,C,2,premium,no,yes,1,85,0
18,5,A,6,premium,no,yes,1,85,1
18,5,B,4,standard,no,no,4,45,0
18,5,C,2,premium,yes,yes,2,65,0
18,6,A,6,standard,yes,yes,1,85,0
18,6,B,2,premium,yes,no,2,85,1
18,6,C,4,premium,no,yes,4,110,0
18,7,A,4,standard,no,yes,1,30,0
18,7,B,4,standard,yes,yes,1,45,1
18,7,C,4,premium,yes,no,2,110,0
18,8,A,2,standard,no,yes,1,85,0
18,8,B,6,premium,yes,no,2,45,1
18,8,C,6,premium,no,yes,2,65,0
19,1,A,6,standard,yes,no,2,110,0
19,1,B,6,standard,no,yes,2,45,1
19,1,C,4,premium,no,yes,4,110,0
19,2,A,6,standard,yes,no,2,30,0
19,2,B,4,premium,no,yes,1,85,0
19,2,C,4,premium,yes,yes,1,65,1
19,3,A,2,premium,yes,yes,1,45,0
19,3,B,6,premium,no,no,1,110,0
19,3,C,2,premium,yes,yes,4,45,1
19,4,A,2,standard,no,no,1,110,0
19,4,B,2,standard,no,no,2,110,0
19,4,C,6,premium,no,yes,1,85,1
19,5,A,6,premium,no,no,4,45,0
19,5,B,2,standard,no,no,2,85,0
19,5,C,6,standard,no,no,4,45,1
19,6,A,4,premium,yes,no,4,85,1
19,6,B,2,standard,yes,no,2,85,0
19,6,C,4,premium,no,no,4,65,0
19,7,A,4,premium,no,yes,4,30,1
19,7,B,2,premium,yes,yes,2,85,0
19,7,C,4,standard,yes,no,1,65,0
19,8,A,6,premium,yes,no,4,110,0
19,8,B,4,premium,no,yes,4,65,1
19,8,C,4,standard,no,yes,4,110,0
20,1,A,6,premium,no,no,2,65,0
20,1,B,6,standard,yes,yes,2,65,0
20,1,C,4,standard,yes,yes,2,65,1
20,2,A,4,standard,yes,no,2,85,0
20,2,B,4,premium,yes,no,1,65,0
20,2,C,6,standard,no,yes,4,30,1
20,3,A,2,standard,no,yes,1,45,0
20,3,B,2,premium,yes,yes,1,85,0
20,3,C,4,premium,no,yes,4,45,1
20,4,A,4,premium,yes,yes,1,110,0
20,4,B,2,premium,no,yes,4,110,0
20,4,C,4,premium,no,no,2,65,1
20,5,A,2,premium,no,yes,4,110,0
20,5,B,4,premium,yes,no,1,45,1
20,5,C,4,premium,no,yes,1,65,0
20,6,A,6,standard,no,no,2,30,1
20,6,B,4,standard,yes,yes,4,65,0
20,6,C,2,standard,no,yes,4,65,0
20,7,A,2,premium,yes,no,4,30,0
20,7,B,2,standard,yes,yes,4,30,1
20,7,C,2,premium,no,no,2,85,0
20,8,A,4,premium,yes,yes,1,30,1
20,8,B,4,standard,yes,yes,2,65,0
20,8,C,6,standard,yes,no,4,85,0
21,1,A,6,standard,yes,no,4,65,0
21,1,B,6,standard,yes,no,4,30,1
21,1,C,2,standard,no,yes,2,30,0
21,2,A,4,premium,yes,yes,1,85,0
21,2,B,2,standard,yes,no,2,85,0
21,2,C,6,standard,no,no,4,45,1
21,3,A,2,premium,yes,yes,2,45,1
21,3,B,4,premium,yes,no,1,110,0
21,3,C,4,premium,yes,no,4,85,0
21,4,A,2,premium,yes,no,1,110,1
21,4,B,2,premium,yes,yes,2,65,0
21,4,C,4,premium,yes,no,2,85,0
21,5,A,4,standard,yes,yes,2,45,0
21,5,B,6,premium,no,yes,1,45,0
21,5,C,6,standard,no,no,4,65,1
21,6,A,6,premium,yes,no,1,110,0
21,6,B,6,standard,yes,yes,2,110,1
21,6,C,2,standard,no,yes,2,110,0
21,7,A,6,standard,no,no,2,65,1
21,7,B,6,premium,no,no,2,45,0
21,7,C,2,premium,yes,yes,1,110,0
21,8,A,2,standard,no,yes,4,65,0
21,8,B,2,standard,no,no,1,85,0
21,8,C,2,standard,yes,no,2,30,1
22,1,A,2,standard,no,no,4,85,0
22,1,B,2,standard,no,yes,4,30,1
22,1,C,4,standard,no,no,2,65,0
22,2,A,6,premium,no,yes,1,30,1
22,2,B,4,premium,yes,no,4,65,0
22,2,C,6,standard,no,yes,4,110,0
22,3,A,6,standard,yes,yes,2,85,0
22,3,B,2,premium,yes,yes,4,30,0
22,3,C,4,standard,yes,yes,2,30,1
22,4,A,2,standard,no,yes,2,45,1
22,4,B,2,standard,no,yes,1,65,0
22,4,C,2,standard,no,no,4,110,0
22,5,A,4,standard,no,yes,4,65,0
22,5,B,6,premium,yes,no,4,65,1
22,5,C,6,premium,no,no,1,45,0
22,6,A,6,premium,no,no,4,45,1
22,6,B,2,standard,no,no,2,45,0
22,6,C,6,premium,no,no,2,85,0
22,7,A,2,premium,no,no,2,45,0
22,7,B,2,premium,no,yes,1,45,1
22,7,C,2,premium,no,no,4,30,0
22,8,A,6,premium,no,no,1,110,0
22,8,B,6,premium,no,yes,1,85,0
22,8,C,4,premium,yes,yes,2,45,1
23,1,A,6,standard,no,yes,2,30,1
23,1,B,2,premium,yes,no,1,30,0
23,1,C,6,standard,yes,no,2,45,0
23,2,A,6,standard,no,no,4,45,0
23,2,B,4,standard,no,no,2,30,1
23,2,C,2,standard,no,yes,2,110,0
23,3,A,6,standard,no,yes,1,85,0
23,3,B,6,premium,no,yes,1,65,1
23,3,C,2,premium,yes,yes,4,45,0
23,4,A,4,premium,no,no,1,85,0
23,4,B,2,standard,yes,yes,4,85,0
23,4,C,6,premium,yes,yes,2,30,1
23,5,A,4,standard,no,no,4,45,0
23,5,B,6,standard,no,yes,1,45,0
23,5,C,6,premium,yes,no,4,45,1
23,6,A,4,premium,no,no,4,45,0
23,6,B,4,premium,yes,no,2,110,0
23,6,C,6,standard,yes,yes,1,85,1
23,7,A,6,premium,yes,no,1,110,1
23,7,B,2,premium,no,no,1,110,0
23,7,C,6,standard,no,yes,2,85,0
23,8,A,2,standard,yes,yes,1,45,1
23,8,B,2,premium,no,no,2,110,0
23,8,C,2,premium,no,no,1,45,0
24,1,A,4,standard,yes,no,4,110,0
24,1,B,6,standard,no,yes,1,65,0
24,1,C,6,premium,yes,no,4,30,1
24,2,A,2,standard,yes,no,4,65,0
24,2,B,2,standard,yes,yes,4,45,1
24,2,C,4,premium,yes,no,2,30,0
24,3,A,4,standard,yes,yes,4,85,0
24,3,B,4,premium,no,no,4,45,0
24,3,C,6,standard,yes,yes,2,45,1
24,4,A,4,standard,no,no,4,45,0
24,4,B,2,premium,no,no,1,45,0
24,4,C,6,premium,yes,yes,1,45,1
24,5,A,2,premium,yes,yes,2,30,1
24,5,B,6,standard,yes,yes,2,110,0
24,5,C,6,standard,no,no,2,65,0
24,6,A,2,premium,yes,yes,2,85,1
24,6,B,6,premium,no,yes,2,110,0
24,6,C,4,premium,no,no,1,65,0
24,7,A,4,standard,no,no,4,45,0
24,7,B,6,premium,no,no,4,30,0
24,7,C,4,premium,yes,yes,1,30,1
24,8,A,4,premium,no,no,2,45,0
24,8,B,6,standard,no,yes,2,30,1
24,8,C,6,standard,yes,yes,4,110,0
25,1,A,6,standard,no,no,4,65,0
25,1,B,4,standard,no,yes,2,110,0
25,1,C,4,premium,yes,no,2,45,1
25,2,A,2,standard,no,yes,4,65,0
25,2,B,4,premium,yes,no,4,30,1
25,2,C,2,standard,yes,no,1,45,0
25,3,A,2,premium,no,no,4,65,0
25,3,B,2,standard,no,yes,1,30,1
25,3,C,6,standard,no,yes,1,110,0
25,4,A,2,standard,yes,no,2,85,0
25,4,B,6,standard,no,yes,1,30,1
25,4,C,6,premium,yes,yes,1,30,0
25,5,A,6,standard,no,yes,4,65,1
25,5,B,2,premium,yes,no,1,65,0
25,5,C,6,premium,no,no,2,110,0
25,6,A,2,premium,yes,yes,4,45,1
25,6,B,6,standard,no,no,2,65,0
25,6,C,2,standard,no,no,4,45,0
25,7,A,6,premium,no,yes,2,30,0
25,7,B,4,premium,yes,yes,1,45,0
25,7,C,4,standard,yes,no,1,30,1
25,8,A,4,premium,no,no,4,65,0
25,8,B,4,premium,yes,no,2,30,1
25,8,C,2,premium,no,yes,4,45,0
26,1,A,4,premium,no,yes,4,85,0
26,1,B,4,premium,no,yes,1,45,1
26,1,C,4,premium,yes,no,4,45,0
26,2,A,4,standard,no,yes,4,65,0
26,2,B,4,standard,no,no,4,65,0
26,2,C,2,standard,yes,yes,4,30,1
26,3,A,2,premium,yes,yes,1,30,1
26,3,B,2,premium,yes,yes,1,85,0
26,3,C,2,premium,yes,yes,4,65,0
26,4,A,2,premium,no,yes,2,65,0
26,4,B,6,premium,no,yes,2,30,1
26,4,C,2,standard,yes,yes,2,65,0
26,5,A,6,premium,yes,yes,2,85,1
26,5,B,4,premium,no,yes,1,85,0
26,5,C,6,premium,yes,yes,1,85,0
26,6,A,6,premium,yes,yes,1,30,1
26,6,B,4,premium,no,no,1,85,0
26,6,C,6,premium,no,yes,4,65,0
26,7,A,2,premium,no,yes,1,45,0
26,7,B,2,standard,yes,no,2,30,1
26,7,C,2,standard,yes,yes,2,65,0
26,8,A,2,premium,yes,no,4,85,0
26,8,B,6,premium,yes,no,4,85,0
26,8,C,6,premium,no,no,1,30,1
27,1,A,6,premium,yes,no,4,110,1
27,1,B,6,standard,no,no,2,85,0
27,1,C,6,premium,no,yes,4,45,0
27,2,A,2,premium,yes,yes,4,65,0
27,2,B,6,standard,yes,no,1,30,0
27,2,C,6,standard,no,yes,2,30,1
27,3,A,4,standard,no,yes,4,45,0
