user_id,age,household_size,prior_orders,weekly_app_sessions,region,device,trial_offer_sent,converted_to_paid,first_month_revenue
138,37.0,2.0,7.0,10.0,Northeast,mobile,0,0,0.0
139,57.0,1.0,0.0,9.0,Midwest,desktop,0,0,0.0
140,27.0,4.0,1.0,11.0,nan,desktop,0,1,20.84
141,42.0,2.0,3.0,8.0,West,mobile,0,0,0.0
142,61.0,1.0,5.0,4.0,nan,mobile,0,0,0.0
143,62.0,3.0,13.0,1.0,Northeast,mobile,1,0,0.0
144,27.0,5.0,0.0,5.0,Midwest,mobile,0,0,0.0
145,36.0,2.0,7.0,4.0,Northeast,desktop,0,0,0.0
146,49.0,3.0,11.0,5.0,Northeast,mobile,0,1,24.97
147,24.0,3.0,9.0,11.0,Midwest,desktop,0,0,0.0
148,39.0,4.0,11.0,7.0,nan,mobile,1,0,0.0
149,61.0,5.0,10.0,1.0,West,mobile,0,1,24.87
150,57.0,3.0,0.0,2.0,Midwest,desktop,0,0,0.0
151,43.0,3.0,13.0,2.0,West,mobile,1,0,0.0
152,42.0,3.0,7.0,4.0,West,mobile,0,0,0.0
153,37.0,4.0,7.0,11.0,Northeast,desktop,1,1,30.26
154,30.0,4.0,13.0,1.0,West,desktop,0,1,26.31
155,51.0,2.0,11.0,8.0,Northeast,mobile,0,1,22.76
156,28.0,2.0,1.0,0.0,Southeast,desktop,0,0,0.0
157,54.0,4.0,4.0,1.0,Southeast,mobile,0,0,0.0
158,38.0,3.0,5.0,2.0,nan,desktop,1,1,25.98
159,56.0,4.0,14.0,4.0,Northeast,tablet,1,0,0.0
160,45.0,1.0,1.0,0.0,West,desktop,0,0,0.0
161,63.0,5.0,7.0,0.0,Southeast,tablet,1,0,0.0
162,49.0,5.0,7.0,2.0,Midwest,mobile,1,0,0.0
163,61.0,5.0,2.0,9.0,nan,mobile,0,0,0.0
164,58.0,1.0,7.0,4.0,Midwest,mobile,0,0,0.0
165,53.0,3.0,3.0,1.0,West,desktop,0,0,0.0
166,38.0,4.0,5.0,0.0,nan,mobile,1,0,0.0
167,24.0,2.0,11.0,0.0,Northeast,mobile,1,0,0.0
168,55.0,5.0,12.0,11.0,Southeast,desktop,1,1,32.65
169,48.0,1.0,0.0,4.0,West,desktop,0,0,0.0
170,31.0,4.0,6.0,1.0,Southeast,desktop,0,0,0.0
171,24.0,3.0,0.0,1.0,Midwest,mobile,0,0,0.0
172,59.0,3.0,1.0,10.0,West,tablet,0,0,0.0
173,45.0,4.0,0.0,9.0,nan,mobile,0,0,0.0
174,26.0,3.0,11.0,8.0,Southeast,desktop,0,0,0.0
175,59.0,1.0,7.0,6.0,Southeast,mobile,0,0,0.0
176,56.0,3.0,3.0,9.0,West,mobile,1,0,0.0
177,41.0,5.0,7.0,5.0,Midwest,mobile,1,1,31.54
178,33.0,1.0,10.0,2.0,West,mobile,1,0,0.0
179,30.0,1.0,4.0,5.0,nan,mobile,0,0,0.0
180,50.0,4.0,6.0,11.0,Southeast,mobile,1,0,0.0
181,32.0,1.0,2.0,4.0,West,mobile,0,0,0.0
182,45.0,5.0,3.0,2.0,Southeast,mobile,1,0,0.0
183,22.0,3.0,3.0,7.0,Southeast,tablet,1,1,29.95
184,46.0,4.0,1.0,0.0,West,mobile,0,1,20.6
185,38.0,4.0,12.0,6.0,Southeast,tablet,1,0,0.0
186,64.0,5.0,12.0,1.0,Northeast,mobile,1,0,0.0
187,51.0,5.0,7.0,0.0,Midwest,desktop,1,0,0.0
188,47.0,5.0,3.0,4.0,Southeast,tablet,0,0,0.0
189,41.0,4.0,0.0,8.0,Northeast,desktop,0,0,0.0
190,31.0,2.0,14.0,0.0,Southeast,mobile,1,0,0.0
191,53.0,2.0,6.0,1.0,Southeast,desktop,0,0,0.0
192,39.0,2.0,7.0,9.0,Midwest,tablet,0,0,0.0
193,28.0,5.0,7.0,11.0,Midwest,mobile,1,0,0.0
194,26.0,3.0,10.0,6.0,Northeast,desktop,1,0,0.0
195,46.0,1.0,6.0,5.0,West,mobile,0,0,0.0
196,36.0,1.0,8.0,11.0,nan,desktop,1,0,0.0
197,24.0,3.0,11.0,3.0,West,mobile,0,0,0.0
198,34.0,1.0,14.0,7.0,Northeast,desktop,0,0,0.0
199,64.0,4.0,10.0,0.0,Midwest,mobile,0,0,0.0
200,49.0,1.0,3.0,0.0,Northeast,desktop,0,0,0.0
201,27.0,4.0,2.0,4.0,Southeast,mobile,1,0,0.0
202,61.0,3.0,5.0,6.0,nan,desktop,0,0,0.0
203,64.0,4.0,12.0,0.0,Northeast,mobile,0,0,0.0
204,34.0,3.0,13.0,0.0,nan,tablet,1,0,0.0
205,42.0,2.0,6.0,1.0,Southeast,mobile,0,0,0.0
206,58.0,1.0,2.0,11.0,West,tablet,0,0,0.0
207,42.0,3.0,9.0,3.0,Midwest,mobile,0,0,0.0
208,59.0,1.0,9.0,7.0,Midwest,tablet,1,1,27.04
209,45.0,5.0,2.0,11.0,West,mobile,1,0,0.0
210,49.0,4.0,13.0,4.0,Northeast,mobile,1,0,0.0
211,57.0,5.0,14.0,1.0,Northeast,tablet,1,0,0.0
212,52.0,3.0,14.0,7.0,West,mobile,0,0,0.0
213,23.0,5.0,7.0,3.0,West,mobile,1,1,25.48
214,56.0,4.0,12.0,9.0,Midwest,mobile,1,0,0.0
215,25.0,5.0,0.0,11.0,nan,mobile,0,0,0.0
216,38.0,2.0,1.0,11.0,Northeast,desktop,0,0,0.0
217,22.0,4.0,0.0,4.0,nan,mobile,0,0,0.0
218,64.0,3.0,8.0,7.0,Midwest,desktop,1,1,30.16
219,48.0,4.0,6.0,5.0,nan,desktop,0,1,25.39
220,38.0,2.0,10.0,8.0,Midwest,mobile,1,0,0.0
221,58.0,2.0,3.0,3.0,West,tablet,0,0,0.0
222,25.0,5.0,4.0,4.0,nan,mobile,1,0,0.0
223,31.0,3.0,5.0,1.0,nan,desktop,0,0,0.0
224,53.0,5.0,10.0,2.0,Northeast,desktop,0,0,0.0
225,61.0,2.0,4.0,2.0,West,desktop,1,0,0.0
226,36.0,2.0,13.0,4.0,Midwest,mobile,0,1,24.78
227,51.0,3.0,3.0,1.0,Southeast,mobile,1,0,0.0
228,23.0,1.0,9.0,7.0,West,mobile,1,1,18.86
229,32.0,3.0,3.0,11.0,Midwest,mobile,0,0,0.0
230,29.0,1.0,7.0,10.0,Midwest,mobile,0,0,0.0
231,43.0,1.0,8.0,9.0,West,desktop,0,0,0.0
232,37.0,1.0,11.0,7.0,West,desktop,0,0,0.0
233,26.0,2.0,14.0,3.0,Midwest,mobile,0,0,0.0
234,31.0,4.0,4.0,11.0,Midwest,tablet,0,0,0.0
235,25.0,2.0,11.0,6.0,Midwest,desktop,0,0,0.0
236,27.0,1.0,10.0,8.0,West,desktop,1,0,0.0
237,50.0,5.0,11.0,0.0,nan,mobile,1,0,0.0
238,28.0,1.0,7.0,7.0,Southeast,desktop,0,0,0.0
239,24.0,4.0,3.0,2.0,Southeast,desktop,0,0,0.0
240,48.0,3.0,9.0,0.0,West,mobile,0,1,27.0
241,54.0,1.0,5.0,11.0,Midwest,mobile,1,0,0.0
242,27.0,4.0,7.0,7.0,Northeast,mobile,0,0,0.0
243,37.0,1.0,2.0,0.0,Northeast,tablet,0,0,0.0
244,55.0,1.0,6.0,0.0,West,tablet,0,0,0.0
245,28.0,1.0,9.0,9.0,Southeast,desktop,1,0,0.0
246,58.0,1.0,0.0,6.0,West,mobile,0,0,0.0
247,48.0,2.0,5.0,1.0,West,mobile,0,0,0.0
248,53.0,1.0,9.0,7.0,Southeast,mobile,0,0,0.0
249,57.0,1.0,7.0,11.0,Midwest,desktop,0,0,0.0
250,32.0,1.0,14.0,7.0,Midwest,mobile,1,1,25.1
251,32.0,2.0,13.0,10.0,nan,desktop,1,1,25.3
252,46.0,1.0,5.0,10.0,nan,mobile,1,0,0.0
253,55.0,2.0,14.0,11.0,West,mobile,1,1,23.48
254,24.0,4.0,9.0,5.0,Southeast,mobile,1,0,0.0
255,48.0,1.0,4.0,11.0,nan,mobile,0,0,0.0
256,62.0,5.0,10.0,5.0,Southeast,mobile,1,0,0.0
257,48.0,3.0,1.0,4.0,Midwest,desktop,1,0,0.0
258,22.0,2.0,9.0,6.0,nan,desktop,1,0,0.0
259,29.0,1.0,13.0,10.0,West,desktop,1,0,0.0
260,31.0,1.0,13.0,4.0,Midwest,mobile,1,0,0.0
261,38.0,4.0,1.0,5.0,Northeast,desktop,0,0,0.0
262,25.0,1.0,13.0,3.0,West,tablet,1,0,0.0
263,56.0,3.0,5.0,4.0,Northeast,mobile,0,0,0.0
264,64.0,1.0,13.0,1.0,Northeast,desktop,1,0,0.0
265,38.0,3.0,8.0,10.0,Southeast,mobile,1,1,24.2
266,23.0,5.0,6.0,10.0,West,mobile,0,0,0.0
267,50.0,5.0,6.0,11.0,nan,desktop,1,0,0.0
268,22.0,3.0,2.0,0.0,Northeast,tablet,0,0,0.0
269,37.0,2.0,10.0,0.0,West,desktop,1,0,0.0
270,26.0,2.0,6.0,11.0,Midwest,desktop,0,0,0.0
271,49.0,2.0,4.0,9.0,West,desktop,0,1,19.54
272,59.0,2.0,7.0,3.0,West,desktop,0,0,0.0
273,38.0,4.0,4.0,5.0,West,mobile,0,0,0.0
274,39.0,1.0,0.0,8.0,West,mobile,0,0,0.0
275,44.0,5.0,11.0,4.0,Northeast,desktop,1,1,26.44
276,62.0,1.0,12.0,8.0,Southeast,mobile,0,1,21.76
277,51.0,4.0,12.0,9.0,West,mobile,0,0,0.0
278,63.0,4.0,13.0,4.0,Northeast,tablet,1,1,28.78
279,35.0,4.0,0.0,0.0,nan,mobile,1,1,25.77
280,53.0,4.0,9.0,4.0,Midwest,mobile,1,0,0.0
281,62.0,3.0,2.0,11.0,Southeast,mobile,0,0,0.0
282,29.0,1.0,8.0,7.0,Midwest,mobile,0,0,0.0
283,40.0,4.0,14.0,1.0,Southeast,tablet,0,0,0.0
284,63.0,2.0,5.0,0.0,West,mobile,0,0,0.0
285,44.0,2.0,7.0,11.0,West,desktop,0,0,0.0
286,40.0,5.0,14.0,0.0,Southeast,mobile,0,0,0.0
287,48.0,1.0,9.0,0.0,West,mobile,0,0,0.0
288,41.0,3.0,6.0,8.0,West,tablet,1,0,0.0
289,43.0,2.0,14.0,1.0,Midwest,mobile,1,1,34.11
290,49.0,1.0,3.0,6.0,Midwest,mobile,1,0,0.0
291,29.0,5.0,6.0,1.0,West,desktop,1,0,0.0
292,52.0,4.0,14.0,11.0,Northeast,mobile,1,0,0.0
293,57.0,3.0,10.0,2.0,nan,mobile,1,0,0.0
294,63.0,5.0,12.0,3.0,Midwest,tablet,1,0,0.0
295,54.0,2.0,3.0,3.0,nan,desktop,0,0,0.0
296,63.0,2.0,4.0,4.0,nan,mobile,0,0,0.0
297,44.0,1.0,6.0,3.0,Northeast,mobile,0,0,0.0
298,39.0,4.0,8.0,7.0,Southeast,mobile,1,0,0.0
299,51.0,5.0,8.0,5.0,West,mobile,1,0,0.0
300,28.0,5.0,8.0,8.0,Northeast,tablet,1,1,28.7
301,40.0,1.0,3.0,6.0,Midwest,mobile,0,0,0.0
302,61.0,2.0,13.0,4.0,Southeast,tablet,1,0,0.0
303,22.0,5.0,12.0,9.0,nan,desktop,1,0,0.0
304,27.0,5.0,8.0,1.0,Northeast,mobile,1,0,0.0
305,50.0,2.0,1.0,10.0,Northeast,desktop,0,0,0.0
306,45.0,3.0,6.0,0.0,Midwest,mobile,1,0,0.0
307,54.0,3.0,5.0,6.0,Southeast,mobile,0,0,0.0
308,29.0,1.0,8.0,0.0,West,mobile,0,0,0.0
309,40.0,2.0,5.0,7.0,Northeast,desktop,0,0,0.0
310,37.0,4.0,14.0,4.0,West,desktop,1,1,26.76
311,62.0,4.0,9.0,1.0,Midwest,mobile,1,1,22.86
312,44.0,1.0,0.0,3.0,nan,desktop,0,0,0.0
313,27.0,3.0,3.0,5.0,nan,mobile,1,0,0.0
314,52.0,2.0,9.0,0.0,West,mobile,1,1,22.72
315,48.0,4.0,2.0,5.0,Midwest,tablet,1,1,28.3
316,63.0,4.0,1.0,7.0,Midwest,desktop,0,0,0.0
317,39.0,4.0,7.0,2.0,Northeast,desktop,1,0,0.0
318,61.0,3.0,3.0,4.0,nan,desktop,1,0,0.0
319,35.0,2.0,0.0,5.0,nan,mobile,0,0,0.0
320,44.0,1.0,10.0,6.0,Northeast,tablet,0,0,0.0
321,35.0,4.0,10.0,7.0,Midwest,mobile,1,0,0.0
322,35.0,5.0,10.0,10.0,Midwest,mobile,1,1,24.03
323,47.0,3.0,1.0,8.0,Midwest,mobile,0,1,18.61
324,45.0,1.0,12.0,4.0,Midwest,tablet,0,0,0.0
325,60.0,3.0,1.0,10.0,West,desktop,0,0,0.0
326,37.0,1.0,8.0,2.0,West,mobile,1,0,0.0
327,48.0,5.0,14.0,9.0,Midwest,mobile,0,1,24.06
328,41.0,4.0,12.0,3.0,Northeast,mobile,1,0,0.0
329,59.0,5.0,14.0,4.0,Southeast,mobile,1,0,0.0
330,61.0,4.0,7.0,0.0,Northeast,mobile,0,0,0.0
331,34.0,5.0,6.0,10.0,West,mobile,0,0,0.0
332,44.0,3.0,3.0,2.0,Midwest,mobile,1,0,0.0
333,37.0,5.0,14.0,0.0,Northeast,tablet,1,0,0.0
334,23.0,3.0,6.0,10.0,Southeast,mobile,0,1,20.75
335,59.0,2.0,9.0,11.0,nan,desktop,0,0,0.0
336,51.0,5.0,2.0,1.0,nan,tablet,0,0,0.0
337,62.0,2.0,4.0,10.0,Midwest,mobile,1,0,0.0
338,34.0,2.0,8.0,3.0,Northeast,mobile,0,0,0.0
339,36.0,3.0,12.0,9.0,West,desktop,0,0,0.0
340,31.0,3.0,7.0,1.0,Northeast,tablet,0,0,0.0
341,37.0,3.0,2.0,0.0,nan,mobile,1,0,0.0
342,54.0,4.0,3.0,0.0,Midwest,mobile,0,0,0.0
343,58.0,3.0,8.0,9.0,Southeast,mobile,1,0,0.0
344,29.0,5.0,7.0,4.0,Northeast,desktop,1,0,0.0
345,23.0,5.0,3.0,2.0,West,mobile,1,1,29.9
346,48.0,4.0,9.0,9.0,Northeast,mobile,1,1,27.91
347,28.0,2.0,10.0,4.0,Midwest,mobile,1,0,0.0
348,57.0,1.0,6.0,0.0,Northeast,desktop,0,0,0.0
349,26.0,1.0,13.0,9.0,nan,mobile,0,1,25.15
350,34.0,4.0,3.0,8.0,West,desktop,1,0,0.0
351,36.0,1.0,5.0,8.0,Northeast,mobile,0,0,0.0
352,42.0,4.0,14.0,0.0,West,desktop,1,0,0.0
353,58.0,3.0,1.0,2.0,Midwest,tablet,0,0,0.0
354,46.0,4.0,12.0,8.0,Northeast,tablet,1,0,0.0
355,34.0,5.0,2.0,9.0,Midwest,mobile,1,0,0.0
356,49.0,1.0,3.0,11.0,Southeast,desktop,1,0,0.0
357,44.0,3.0,2.0,9.0,Southeast,tablet,0,1,21.06
358,63.0,5.0,7.0,3.0,nan,desktop,1,0,0.0
359,63.0,2.0,3.0,6.0,Southeast,tablet,0,0,0.0
360,60.0,4.0,5.0,5.0,West,tablet,1,0,0.0
361,29.0,4.0,2.0,4.0,nan,mobile,0,0,0.0
362,30.0,5.0,14.0,6.0,Northeast,mobile,1,1,35.16
363,29.0,1.0,9.0,10.0,Northeast,desktop,0,0,0.0
364,45.0,5.0,10.0,2.0,West,desktop,1,1,28.28
365,56.0,1.0,0.0,6.0,Midwest,mobile,0,0,0.0
366,28.0,1.0,9.0,0.0,West,tablet,0,0,0.0
367,63.0,1.0,11.0,6.0,Midwest,mobile,1,0,0.0
368,24.0,4.0,2.0,0.0,nan,tablet,0,0,0.0
369,44.0,1.0,14.0,10.0,Northeast,mobile,1,1,26.54
370,37.0,4.0,2.0,4.0,Midwest,desktop,1,0,0.0
371,61.0,2.0,13.0,2.0,nan,tablet,0,1,26.84
372,35.0,4.0,13.0,2.0,Northeast,desktop,1,1,25.29
373,29.0,4.0,3.0,3.0,Midwest,mobile,1,0,0.0
374,46.0,2.0,6.0,6.0,Midwest,mobile,0,1,23.27
375,24.0,5.0,2.0,4.0,Midwest,desktop,1,0,0.0
376,49.0,2.0,0.0,0.0,Northeast,desktop,0,0,0.0
377,28.0,1.0,6.0,2.0,Midwest,desktop,0,0,0.0
378,38.0,4.0,7.0,8.0,Midwest,desktop,1,1,21.39
379,47.0,1.0,2.0,3.0,Midwest,mobile,0,0,0.0
380,59.0,2.0,9.0,1.0,Northeast,mobile,0,0,0.0
381,51.0,3.0,13.0,7.0,Southeast,desktop,1,1,26.25
382,58.0,5.0,4.0,0.0,Midwest,desktop,0,0,0.0
383,56.0,4.0,11.0,7.0,West,mobile,1,0,0.0
384,53.0,4.0,6.0,3.0,nan,tablet,1,0,0.0
385,36.0,3.0,6.0,6.0,Northeast,desktop,0,0,0.0
386,37.0,2.0,4.0,8.0,nan,desktop,0,0,0.0
387,59.0,5.0,14.0,5.0,nan,desktop,1,0,0.0
388,32.0,1.0,6.0,1.0,Southeast,mobile,0,1,19.47
389,59.0,1.0,13.0,8.0,Midwest,tablet,0,0,0.0
390,26.0,1.0,14.0,9.0,Southeast,desktop,0,0,0.0
391,57.0,4.0,2.0,3.0,Midwest,desktop,0,0,0.0
392,32.0,2.0,6.0,7.0,West,mobile,1,0,0.0
393,53.0,1.0,1.0,0.0,Northeast,desktop,0,0,0.0
394,63.0,1.0,12.0,3.0,nan,tablet,0,0,0.0
395,61.0,4.0,5.0,10.0,Midwest,mobile,1,1,24.26
396,39.0,3.0,1.0,1.0,West,tablet,0,0,0.0
397,28.0,3.0,3.0,4.0,Midwest,mobile,0,0,0.0
398,39.0,4.0,11.0,10.0,Southeast,mobile,1,0,0.0
399,48.0,3.0,1.0,5.0,Southeast,tablet,0,0,0.0
400,42.0,5.0,7.0,2.0,Midwest,desktop,1,0,0.0
401,54.0,3.0,14.0,8.0,Midwest,mobile,1,0,0.0
402,49.0,4.0,5.0,7.0,Midwest,mobile,1,0,0.0
403,23.0,2.0,2.0,5.0,Northeast,desktop,0,0,0.0
404,61.0,3.0,8.0,8.0,West,mobile,1,1,26.32
405,33.0,1.0,9.0,9.0,Midwest,mobile,0,0,0.0
406,26.0,2.0,5.0,6.0,nan,desktop,1,0,0.0
407,32.0,5.0,10.0,2.0,Midwest,mobile,1,0,0.0
408,57.0,5.0,12.0,7.0,Northeast,mobile,1,0,0.0
